action_type,combined_shot_type,game_id,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,game_date,matchup,opponent
Jump Shot,Jump Shot,21500370,8,1,0,2015-16,36,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/15,LAL vs. MIL,MIL
Pullup Jump shot,Jump Shot,21500370,4,1,0,2015-16,16,15,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/15,LAL vs. MIL,MIL
Jump Shot,Jump Shot,21500370,3,1,0,2015-16,45,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/15,LAL vs. MIL,MIL
Jump Shot,Jump Shot,21500370,2,1,0,2015-16,9,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/15,LAL vs. MIL,MIL
Jump Shot,Jump Shot,21500370,1,1,0,2015-16,31,15,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/15,LAL vs. MIL,MIL
Jump Shot,Jump Shot,21500370,2,2,0,2015-16,2,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/15,LAL vs. MIL,MIL
Jump Shot,Jump Shot,21500370,1,2,0,2015-16,51,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/15,LAL vs. MIL,MIL
Fadeaway Jump Shot,Jump Shot,21500370,0,2,0,2015-16,0,16,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/15,LAL vs. MIL,MIL
Jump Shot,Jump Shot,21500370,11,3,0,2015-16,10,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/15,LAL vs. MIL,MIL
Cutting Layup Shot,Layup,21500370,9,3,0,2015-16,29,0,1,2PT Field Goal,Center(C),Restricted Area,2015/12/15,LAL vs. MIL,MIL
Fadeaway Jump Shot,Jump Shot,21500370,8,3,0,2015-16,47,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/15,LAL vs. MIL,MIL
Jump Shot,Jump Shot,21500370,5,3,0,2015-16,40,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/15,LAL vs. MIL,MIL
Jump Shot,Jump Shot,21500370,3,3,0,2015-16,59,24,0,3PT Field Goal,Left Side(L),Left Corner 3,2015/12/15,LAL vs. MIL,MIL
Jump Shot,Jump Shot,21500370,0,3,0,2015-16,20,26,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/15,LAL vs. MIL,MIL
Jump Shot,Jump Shot,21500385,4,1,0,2015-16,30,18,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/17,LAL vs. HOU,HOU
Fadeaway Jump Shot,Jump Shot,21500385,11,2,0,2015-16,4,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/17,LAL vs. HOU,HOU
Jump Shot,Jump Shot,21500385,10,2,0,2015-16,10,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/17,LAL vs. HOU,HOU
Layup Shot,Layup,21500385,8,2,0,2015-16,53,1,1,2PT Field Goal,Center(C),Restricted Area,2015/12/17,LAL vs. HOU,HOU
Jump Shot,Jump Shot,21500385,8,2,0,2015-16,10,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/17,LAL vs. HOU,HOU
Jump Shot,Jump Shot,21500385,6,2,0,2015-16,41,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/17,LAL vs. HOU,HOU
Jump Shot,Jump Shot,21500385,3,2,0,2015-16,32,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/17,LAL vs. HOU,HOU
Turnaround Jump Shot,Jump Shot,21500385,2,2,0,2015-16,11,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/17,LAL vs. HOU,HOU
Jump Shot,Jump Shot,21500385,11,3,0,2015-16,24,16,0,2PT Field Goal,Center(C),Mid-Range,2015/12/17,LAL vs. HOU,HOU
Driving Layup Shot,Layup,21500385,10,3,0,2015-16,49,1,1,2PT Field Goal,Center(C),Restricted Area,2015/12/17,LAL vs. HOU,HOU
Driving Dunk Shot,Dunk,21500385,9,3,0,2015-16,25,0,1,2PT Field Goal,Center(C),Restricted Area,2015/12/17,LAL vs. HOU,HOU
Pullup Jump shot,Jump Shot,21500385,8,3,0,2015-16,49,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/17,LAL vs. HOU,HOU
Jump Shot,Jump Shot,21500385,5,3,0,2015-16,40,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/17,LAL vs. HOU,HOU
Driving Layup Shot,Layup,21500385,5,3,0,2015-16,11,1,1,2PT Field Goal,Center(C),Restricted Area,2015/12/17,LAL vs. HOU,HOU
Jump Shot,Jump Shot,21500385,5,4,0,2015-16,5,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/17,LAL vs. HOU,HOU
Jump Shot,Jump Shot,21500385,4,4,0,2015-16,29,25,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/17,LAL vs. HOU,HOU
Jump Shot,Jump Shot,21500422,10,1,0,2015-16,44,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,6,1,0,2015-16,33,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,5,1,0,2015-16,26,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/22,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,21500422,5,1,0,2015-16,9,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,4,1,0,2015-16,16,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,3,1,0,2015-16,5,9,1,2PT Field Goal,Left Side(L),Mid-Range,2015/12/22,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,21500422,2,1,0,2015-16,42,15,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/22,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,21500422,2,1,0,2015-16,5,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,1,1,0,2015-16,12,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,0,1,0,2015-16,8,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,10,3,0,2015-16,54,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,5,3,0,2015-16,6,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,4,3,0,2015-16,26,15,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/22,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,21500422,2,3,0,2015-16,43,14,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,6,4,0,2015-16,53,23,0,3PT Field Goal,Right Side(R),Right Corner 3,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,6,4,0,2015-16,13,18,1,2PT Field Goal,Left Side(L),Mid-Range,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,5,4,0,2015-16,27,25,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,4,4,0,2015-16,25,22,1,2PT Field Goal,Left Side(L),Mid-Range,2015/12/22,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,21500422,3,4,0,2015-16,16,17,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/22,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,21500422,2,4,0,2015-16,18,17,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500422,0,4,0,2015-16,51,31,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/22,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,21500422,0,4,0,2015-16,32,15,1,2PT Field Goal,Center(C),Mid-Range,2015/12/22,LAL @ DEN,DEN
Jump Shot,Jump Shot,21500435,10,1,0,2015-16,13,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/23,LAL vs. OKC,OKC
Pullup Jump shot,Jump Shot,21500435,8,1,0,2015-16,34,13,1,2PT Field Goal,Right Side(R),Mid-Range,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,7,1,0,2015-16,37,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,5,1,0,2015-16,48,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,5,1,0,2015-16,40,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,5,1,0,2015-16,7,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,4,1,0,2015-16,12,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/23,LAL vs. OKC,OKC
Running Dunk Shot,Dunk,21500435,2,1,0,2015-16,44,0,1,2PT Field Goal,Center(C),Restricted Area,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,9,2,0,2015-16,8,15,1,2PT Field Goal,Left Side(L),Mid-Range,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,7,2,0,2015-16,56,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/23,LAL vs. OKC,OKC
Layup Shot,Layup,21500435,7,2,0,2015-16,36,1,0,2PT Field Goal,Center(C),Restricted Area,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,5,2,0,2015-16,40,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/23,LAL vs. OKC,OKC
Pullup Jump shot,Jump Shot,21500435,4,2,0,2015-16,5,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,3,2,0,2015-16,22,12,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,0,2,0,2015-16,1,12,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,11,3,0,2015-16,17,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,9,3,0,2015-16,8,3,0,2PT Field Goal,Center(C),Restricted Area,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,7,3,0,2015-16,6,14,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2015/12/23,LAL vs. OKC,OKC
Reverse Layup Shot,Layup,21500435,6,3,0,2015-16,21,1,1,2PT Field Goal,Center(C),Restricted Area,2015/12/23,LAL vs. OKC,OKC
Running Layup Shot,Layup,21500435,6,3,0,2015-16,2,1,0,2PT Field Goal,Center(C),Restricted Area,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,5,3,0,2015-16,47,16,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/23,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500435,4,3,0,2015-16,58,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/23,LAL vs. OKC,OKC
Turnaround Fadeaway shot,Jump Shot,21500440,11,1,0,2015-16,39,14,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2015/12/25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,21500440,7,1,0,2015-16,9,12,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,21500440,4,1,0,2015-16,7,24,0,3PT Field Goal,Right Side(R),Right Corner 3,2015/12/25,LAL vs. LAC,LAC
Fadeaway Jump Shot,Jump Shot,21500440,6,2,0,2015-16,54,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,21500440,4,2,0,2015-16,43,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,21500440,4,2,0,2015-16,14,25,1,3PT Field Goal,Center(C),Above the Break 3,2015/12/25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,21500440,3,2,0,2015-16,45,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/25,LAL vs. LAC,LAC
Turnaround Fadeaway shot,Jump Shot,21500440,0,2,0,2015-16,36,8,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,21500440,11,3,0,2015-16,32,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,21500440,8,3,0,2015-16,22,18,0,2PT Field Goal,Center(C),Mid-Range,2015/12/25,LAL vs. LAC,LAC
Jump Shot,Jump Shot,21500455,10,1,0,2015-16,10,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/27,LAL @ MEM,MEM
Cutting Layup Shot,Layup,21500455,9,1,0,2015-16,52,1,1,2PT Field Goal,Center(C),Restricted Area,2015/12/27,LAL @ MEM,MEM
Driving Layup Shot,Layup,21500455,7,1,0,2015-16,16,1,1,2PT Field Goal,Center(C),Restricted Area,2015/12/27,LAL @ MEM,MEM
Jump Shot,Jump Shot,21500455,6,1,0,2015-16,50,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/27,LAL @ MEM,MEM
Jump Shot,Jump Shot,21500455,5,1,0,2015-16,10,25,1,3PT Field Goal,Center(C),Above the Break 3,2015/12/27,LAL @ MEM,MEM
Jump Shot,Jump Shot,21500455,2,1,0,2015-16,37,25,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/27,LAL @ MEM,MEM
Running Jump Shot,Jump Shot,21500455,1,1,0,2015-16,36,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/27,LAL @ MEM,MEM
Jump Shot,Jump Shot,21500455,1,1,0,2015-16,4,23,0,3PT Field Goal,Right Side(R),Right Corner 3,2015/12/27,LAL @ MEM,MEM
Driving Layup Shot,Layup,21500455,0,1,0,2015-16,6,0,1,2PT Field Goal,Center(C),Restricted Area,2015/12/27,LAL @ MEM,MEM
Jump Shot,Jump Shot,21500455,8,3,0,2015-16,32,28,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/27,LAL @ MEM,MEM
Jump Shot,Jump Shot,21500455,7,3,0,2015-16,16,18,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/27,LAL @ MEM,MEM
Jump Shot,Jump Shot,21500455,6,3,0,2015-16,36,17,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/27,LAL @ MEM,MEM
Jump Shot,Jump Shot,21500455,4,3,0,2015-16,2,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/27,LAL @ MEM,MEM
Turnaround Fadeaway shot,Jump Shot,21500455,3,3,0,2015-16,47,13,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/27,LAL @ MEM,MEM
Jump Shot,Jump Shot,21500455,1,3,0,2015-16,11,24,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/27,LAL @ MEM,MEM
Turnaround Fadeaway shot,Jump Shot,21500458,10,1,0,2015-16,32,14,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,8,1,0,2015-16,33,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Pullup Jump shot,Jump Shot,21500458,7,1,0,2015-16,6,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,3,1,0,2015-16,53,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,8,2,0,2015-16,19,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,5,2,0,2015-16,26,24,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Driving Layup Shot,Layup,21500458,4,2,0,2015-16,57,1,0,2PT Field Goal,Center(C),Restricted Area,2015/12/28,LAL @ CHA,CHA
Driving Layup Shot,Layup,21500458,2,2,0,2015-16,44,1,1,2PT Field Goal,Center(C),Restricted Area,2015/12/28,LAL @ CHA,CHA
Pullup Jump shot,Jump Shot,21500458,1,2,0,2015-16,16,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,0,2,0,2015-16,28,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,10,3,0,2015-16,57,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Driving Reverse Layup Shot,Layup,21500458,9,3,0,2015-16,11,1,0,2PT Field Goal,Center(C),Restricted Area,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,5,3,0,2015-16,36,23,0,3PT Field Goal,Left Side(L),Left Corner 3,2015/12/28,LAL @ CHA,CHA
Cutting Layup Shot,Layup,21500458,4,4,0,2015-16,8,1,0,2PT Field Goal,Center(C),Restricted Area,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,3,4,0,2015-16,50,16,0,2PT Field Goal,Center(C),Mid-Range,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,3,4,0,2015-16,26,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,2,4,0,2015-16,33,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,1,4,0,2015-16,38,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,1,4,0,2015-16,16,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Jump Shot,Jump Shot,21500458,1,4,0,2015-16,7,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/28,LAL @ CHA,CHA
Step Back Jump shot,Jump Shot,21500476,11,1,0,2015-16,23,13,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/30,LAL @ BOS,BOS
Turnaround Fadeaway shot,Jump Shot,21500476,10,1,0,2015-16,0,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/30,LAL @ BOS,BOS
Driving Layup Shot,Layup,21500476,8,1,0,2015-16,41,2,0,2PT Field Goal,Center(C),Restricted Area,2015/12/30,LAL @ BOS,BOS
Driving Layup Shot,Layup,21500476,6,1,0,2015-16,16,2,0,2PT Field Goal,Center(C),Restricted Area,2015/12/30,LAL @ BOS,BOS
Jump Shot,Jump Shot,21500476,5,1,0,2015-16,16,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/30,LAL @ BOS,BOS
Jump Shot,Jump Shot,21500476,8,2,0,2015-16,8,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/30,LAL @ BOS,BOS
Turnaround Jump Shot,Jump Shot,21500476,6,2,0,2015-16,20,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/30,LAL @ BOS,BOS
Jump Shot,Jump Shot,21500476,6,2,0,2015-16,2,20,0,2PT Field Goal,Center(C),Mid-Range,2015/12/30,LAL @ BOS,BOS
Driving Layup Shot,Layup,21500476,3,2,0,2015-16,57,0,1,2PT Field Goal,Center(C),Restricted Area,2015/12/30,LAL @ BOS,BOS
Driving Finger Roll Layup Shot,Layup,21500476,3,2,0,2015-16,33,2,0,2PT Field Goal,Center(C),Restricted Area,2015/12/30,LAL @ BOS,BOS
Jump Shot,Jump Shot,21500476,3,2,0,2015-16,4,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/30,LAL @ BOS,BOS
Turnaround Jump Shot,Jump Shot,21500476,2,2,0,2015-16,20,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/30,LAL @ BOS,BOS
Jump Shot,Jump Shot,21500476,8,3,0,2015-16,8,15,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/30,LAL @ BOS,BOS
Driving Dunk Shot,Dunk,21500476,6,3,0,2015-16,19,0,1,2PT Field Goal,Center(C),Restricted Area,2015/12/30,LAL @ BOS,BOS
Jump Shot,Jump Shot,21500476,6,4,0,2015-16,40,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/30,LAL @ BOS,BOS
Jump Shot,Jump Shot,21500476,4,4,0,2015-16,11,25,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/30,LAL @ BOS,BOS
Jump Shot,Jump Shot,21500476,3,4,0,2015-16,55,18,0,2PT Field Goal,Center(C),Mid-Range,2015/12/30,LAL @ BOS,BOS
Jump Shot,Jump Shot,21500476,1,4,0,2015-16,40,28,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/30,LAL @ BOS,BOS
Jump Shot,Jump Shot,21500539,9,1,0,2015-16,38,22,0,2PT Field Goal,Center(C),Mid-Range,2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,7,1,0,2015-16,25,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2016/1/7,LAL @ SAC,SAC
Fadeaway Jump Shot,Jump Shot,21500539,5,1,0,2015-16,11,12,1,2PT Field Goal,Right Side(R),Mid-Range,2016/1/7,LAL @ SAC,SAC
Floating Jump shot,Jump Shot,21500539,3,1,0,2015-16,49,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,2,1,0,2015-16,59,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,7,2,0,2015-16,28,12,0,2PT Field Goal,Right Side(R),Mid-Range,2016/1/7,LAL @ SAC,SAC
Layup Shot,Layup,21500539,6,2,0,2015-16,5,1,1,2PT Field Goal,Center(C),Restricted Area,2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,5,2,0,2015-16,31,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,4,2,0,2015-16,54,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2016/1/7,LAL @ SAC,SAC
Alley Oop Dunk Shot,Dunk,21500539,4,2,0,2015-16,36,0,0,2PT Field Goal,Center(C),Restricted Area,2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,3,2,0,2015-16,48,21,1,2PT Field Goal,Center(C),Mid-Range,2016/1/7,LAL @ SAC,SAC
Jump Bank Shot,Jump Shot,21500539,1,2,0,2015-16,10,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,10,3,0,2015-16,44,15,0,2PT Field Goal,Left Side(L),Mid-Range,2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,10,3,0,2015-16,5,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,9,3,0,2015-16,35,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2016/1/7,LAL @ SAC,SAC
Fadeaway Jump Shot,Jump Shot,21500539,9,3,0,2015-16,12,19,1,2PT Field Goal,Right Side(R),Mid-Range,2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,7,3,0,2015-16,42,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2016/1/7,LAL @ SAC,SAC
Jump Shot,Jump Shot,21500539,6,3,0,2015-16,37,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2016/1/7,LAL @ SAC,SAC
Driving Layup Shot,Layup,21500539,0,3,0,2015-16,0,1,0,2PT Field Goal,Center(C),Restricted Area,2016/1/7,LAL @ SAC,SAC
Layup Shot,Layup,21500549,9,1,0,2015-16,13,2,0,2PT Field Goal,Center(C),Restricted Area,2016/1/8,LAL vs. OKC,OKC
Reverse Layup Shot,Layup,21500549,6,1,0,2015-16,8,2,0,2PT Field Goal,Center(C),Restricted Area,2016/1/8,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500549,8,2,0,2015-16,41,23,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2016/1/8,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500549,8,2,0,2015-16,12,22,0,3PT Field Goal,Right Side(R),Right Corner 3,2016/1/8,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500549,7,2,0,2015-16,25,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2016/1/8,LAL vs. OKC,OKC
Pullup Jump shot,Jump Shot,21500549,6,2,0,2015-16,36,18,1,2PT Field Goal,Center(C),Mid-Range,2016/1/8,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500549,5,2,0,2015-16,59,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2016/1/8,LAL vs. OKC,OKC
Fadeaway Jump Shot,Jump Shot,21500549,5,2,0,2015-16,47,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2016/1/8,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500549,4,2,0,2015-16,24,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2016/1/8,LAL vs. OKC,OKC
Pullup Jump shot,Jump Shot,21500549,11,3,0,2015-16,19,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2016/1/8,LAL vs. OKC,OKC
Jump Shot,Jump Shot,21500549,10,3,0,2015-16,34,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2016/1/8,LAL vs. OKC,OKC
Driving Hook Shot,Hook Shot,21500549,8,3,0,2015-16,31,3,1,2PT Field Goal,Center(C),Restricted Area,2016/1/8,LAL vs. OKC,OKC
Floating Jump shot,Jump Shot,21500549,6,3,0,2015-16,4,8,0,2PT Field Goal,Left Side(L),Mid-Range,2016/1/8,LAL vs. OKC,OKC
Tip Layup Shot,Layup,21500549,5,3,0,2015-16,57,2,1,2PT Field Goal,Center(C),Restricted Area,2016/1/8,LAL vs. OKC,OKC
Hook Shot,Hook Shot,21500549,5,3,0,2015-16,23,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2016/1/8,LAL vs. OKC,OKC
